,Unnamed: 0,Article_Title,Label,Link,article
133,133,Eigen function,0,https://en.wikipedia.org/wiki/Eigenfunction,"in mathematics, an eigenfunction of a linear operator d defined on some function space is any non-zero function f {\displaystyle f} in that space that, when acted upon by d, is only multiplied by some scaling factor called an eigenvalue. as an equation, this condition can be written as an eigenfunction is a type of eigenvector. in general, an eigenvector of a linear operator d defined on some vector space is a nonzero vector in the domain of d that, when d acts upon it, is simply scaled by some scalar value called an eigenvalue. in the special case where d is defined on a function space, the eigenvectors are referred to as eigenfunctions. that is, a function f is an eigenfunction of d if it satisfies the equation ( )where λ is a scalar. the solutions to equation ( ) may also be subject to boundary conditions. because of the boundary conditions, the possible values of λ are generally limited, for example to a discrete set λ , λ , … or to a continuous set over some range. the set of all possible eigenvalues of d is sometimes called its spectrum, which may be discrete, continuous, or a combination of both. each value of λ corresponds to one or more eigenfunctions. if multiple linearly independent eigenfunctions have the same eigenvalue, the eigenvalue is said to be degenerate and the maximum number of linearly independent eigenfunctions associated with the same eigenvalue is the eigenvalue's degree of degeneracy or geometric multiplicity. "
134,134,Elementary Event,1,https://en.wikipedia.org/wiki/Elementary_event,"in probability theory, an elementary event, also called an atomic event or sample point, is an event which contains only a single outcome in the sample space. using set theory terminology, an elementary event is a singleton. elementary events and their corresponding outcomes are often written interchangeably for simplicity, as such an event corresponding to precisely one outcome. the following are examples of elementary events: elementary events may occur with probabilities that are between zero and one (inclusively). in a discrete probability distribution whose sample space is finite, each elementary event is assigned a particular probability. in contrast, in a continuous distribution, individual elementary events must all have a probability of zero because there are infinitely many of them— then non-zero probabilities can only be assigned to non-elementary events. some ""mixed"" distributions contain both stretches of continuous elementary events and some discrete elementary events; the discrete elementary events in such distributions can be called atoms or atomic events and can have non-zero probabilities. under the measure-theoretic definition of a probability space, the probability of an elementary event need not even be defined. in particular, the set of events on which probability is defined may be some σ-algebra on s {\displaystyle s} and not necessarily the full power set. this probability-related article is a stub. you can help wikipedia by expanding it.this statistics-related article is a stub. you can help wikipedia by expanding it."
135,135,Elementary matrix,1,https://en.wikipedia.org/wiki/Elementary_matrix,"in mathematics, an elementary matrix is a matrix which differs from the identity matrix by one single elementary row operation. the elementary matrices generate the general linear group gln(f) when f is a field. left multiplication (pre-multiplication) by an elementary matrix represents elementary row operations, while right multiplication (post-multiplication) represents elementary column operations. elementary row operations are used in gaussian elimination to reduce a matrix to row echelon form. they are also used in gauss–jordan elimination to further reduce the matrix to reduced row echelon form. there are three types of elementary matrices, which correspond to three types of row operations (respectively, column operations): if e is an elementary matrix, as described below, to apply the elementary row operation to a matrix a, one multiplies a by the elementary matrix on the left, ea. the elementary matrix for any row operation is obtained by executing the operation on the identity matrix. this fact can be understood as an instance of the yoneda lemma applied to the category of matrices. the first type of row operation on a matrix a switches all matrix elements on row i with their counterparts on row j. the corresponding elementary matrix is obtained by swapping row i and row j of the identity matrix. so tija is the matrix produced by exchanging row i and row j of a. coefficient wise, the matrix t i , j {\displaystyle t_{i,j}} is defined by : the next type of row operation on a matrix a multiplies all elements on row i by m where m is a non-zero scalar (usually a real number). the corresponding elementary matrix is a diagonal matrix, with diagonal entries   everywhere except in the ith position, where it is m. so di(m)a is the matrix produced from a by multiplying row i by m. coefficient wise, the d i ( m ) {\displaystyle d_{i}(m)} matrix is defined by : "
136,136,Ellipse,2,https://en.wikipedia.org/wiki/Ellipse,"in mathematics, an ellipse is a plane curve surrounding two focal points, such that for all points on the curve, the sum of the two distances to the focal points is a constant. as such, it generalizes a circle, which is the special type of ellipse in which the two focal points are the same. the elongation of an ellipse is measured by its eccentricity e {\displaystyle e} , a number ranging from e =   {\displaystyle e= } (the limiting case of a circle) to e =   {\displaystyle e= } (the limiting case of infinite elongation, no longer an ellipse but a parabola). an ellipse has a simple algebraic solution for its area, but only approximations for its perimeter (also known as circumference), for which integration is required to obtain an exact solution. analytically, the equation of a standard ellipse centered at the origin with width   a {\displaystyle  a} and height   b {\displaystyle  b} is: assuming a ≥ b {\displaystyle a\geq b} , the foci are ( ± c ,   ) {\displaystyle (\pm c, )} for c = a   − b   {\textstyle c={\sqrt {a^{ }-b^{ }}}} . the standard parametric equation is: ellipses are the closed type of conic section: a plane curve tracing the intersection of a cone with a plane (see figure). ellipses have many similarities with the other two forms of conic sections, parabolas and hyperbolas, both of which are open and unbounded. an angled cross section of a cylinder is also an ellipse. an ellipse may also be defined in terms of one focal point and a line outside the ellipse called the directrix: for all points on the ellipse, the ratio between the distance to the focus and the distance to the directrix is a constant. this constant ratio is the above-mentioned eccentricity: ellipses are common in physics, astronomy and engineering. for example, the orbit of each planet in the solar system is approximately an ellipse with the sun at one focus point (more precisely, the focus is the barycenter of the sun–planet pair). the same is true for moons orbiting planets and all other systems of two astronomical bodies. the shapes of planets and stars are often well described by ellipsoids. a circle viewed from a side angle looks like an ellipse: that is, the ellipse is the image of a circle under parallel or perspective projection. the ellipse is also the simplest lissajous figure formed when the horizontal and vertical motions are sinusoids with the same frequency: a similar effect leads to elliptical polarization of light in optics. the name, ἔλλειψις (élleipsis, ""omission""), was given by apollonius of perga in his conics. an ellipse can be defined geometrically as a set or locus of points in the euclidean plane: the midpoint c {\displaystyle c} of the line segment joining the foci is called the center of the ellipse. the line through the foci is called the major axis, and the line perpendicular to it through the center is the minor axis. the major axis intersects the ellipse at two vertices v   , v   {\displaystyle v_{ },v_{ }} , which have distance a {\displaystyle a} to the center. the distance c {\displaystyle c} of the foci to the center is called the focal distance or linear eccentricity. the quotient e = c a {\displaystyle e={\tfrac {c}{a}}} is the eccentricity. "
137,137,Ellipsoid,3,https://en.wikipedia.org/wiki/Ellipsoid,"an ellipsoid is a surface that may be obtained from a sphere by deforming it by means of directional scalings, or more generally, of an affine transformation. an ellipsoid is a quadric surface; that is, a surface that may be defined as the zero set of a polynomial of degree two in three variables. among quadric surfaces, an ellipsoid is characterized by either of the two following properties. every planar cross section is either an ellipse, or is empty, or is reduced to a single point (this explains the name, meaning ""ellipse-like""). it is bounded, which means that it may be enclosed in a sufficiently large sphere. an ellipsoid has three pairwise perpendicular axes of symmetry which intersect at a center of symmetry, called the center of the ellipsoid. the line segments that are delimited on the axes of symmetry by the ellipsoid are called the principal axes, or simply axes of the ellipsoid. if the three axes have different lengths, the ellipsoid is said to be triaxial or rarely scalene, and the axes are uniquely defined. if two of the axes have the same length, then the ellipsoid is an ellipsoid of revolution, also called a spheroid. in this case, the ellipsoid is invariant under a rotation around the third axis, and there are thus infinitely many ways of choosing the two perpendicular axes of the same length. if the third axis is shorter, the ellipsoid is an oblate spheroid; if it is longer, it is a prolate spheroid. if the three axes have the same length, the ellipsoid is a sphere. using a cartesian coordinate system in which the origin is the center of the ellipsoid and the coordinate axes are axes of the ellipsoid, the implicit equation of the ellipsoid has the standard form where a, b, c are positive real numbers. the points (a,  ,  ), ( , b,  ) and ( ,  , c) lie on the surface. the line segments from the origin to these points are called the principal semi-axes of the ellipsoid, because a, b, c are half the length of the principal axes. they correspond to the semi-major axis and semi-minor axis of an ellipse. if a = b > c, one has an oblate spheroid; if a = b < c, one has a prolate spheroid; if a = b = c, one has a sphere. the ellipsoid may be parameterized in several ways, which are simpler to express when the ellipsoid axes coincide with coordinate axes. a common choice is where "
138,138,Engel expansion,0,https://en.wikipedia.org/wiki/Engel_expansion,"the engel expansion of a positive real number x is the unique non-decreasing sequence of positive integers { a   , a   , a   , … } {\displaystyle \{a_{ },a_{ },a_{ },\dots \}} such that for instance, euler's constant e has the engel expansion corresponding to the infinite series rational numbers have a finite engel expansion, while irrational numbers have an infinite engel expansion. if x is rational, its engel expansion provides a representation of x as an egyptian fraction. engel expansions are named after friedrich engel, who studied them in     . an expansion analogous to an engel expansion, in which alternating terms are negative, is called a pierce expansion. kraaikamp & wu (    ) observe that an engel expansion can also be written as an ascending variant of a continued fraction: they claim that ascending continued fractions such as this have been studied as early as fibonacci's liber abaci (    ). this claim appears to refer to fibonacci's compound fraction notation in which a sequence of numerators and denominators sharing the same fraction bar represents an ascending continued fraction: if such a notation has all numerators   or  , as occurs in several instances in liber abaci, the result is an engel expansion. however, engel expansion as a general technique does not seem to be described by fibonacci. to find the engel expansion of x, let and "
139,139,equiprobable,1,https://en.wikipedia.org/wiki/Equiprobability,"equiprobability is a property for a collection of events that each have the same probability of occurring. in statistics and probability theory it is applied in the discrete uniform distribution and the equidistribution theorem for rational numbers. if there are n {\textstyle n} events under consideration, the probability of each occurring is   n . {\textstyle {\frac { }{n}}.} in philosophy it corresponds to a concept that allows one to assign equal probabilities to outcomes when they are judged to be equipossible or to be ""equally likely"" in some sense. the best-known formulation of the rule is laplace's principle of indifference (or principle of insufficient reason), which states that, when ""we have no other information than"" that exactly n {\displaystyle n} mutually exclusive events can occur, we are justified in assigning each the probability   n . {\textstyle {\frac { }{n}}.} this subjective assignment of probabilities is especially justified for situations such as rolling dice and lotteries since these experiments carry a symmetry structure, and one's state of knowledge must clearly be invariant under this symmetry. a similar argument could lead to the seemingly absurd conclusion that the sun is as likely to rise as to not rise tomorrow morning. however, the conclusion that the sun is equally likely to rise as it is to not rise is only absurd when additional information is known, such as the laws of gravity and the sun's history. similar applications of the concept are effectively instances of circular reasoning, with ""equally likely"" events being assigned equal probabilities, which means in turn that they are equally likely. despite this, the notion remains useful in probabilistic and statistical modeling. in bayesian probability, one needs to establish prior probabilities for the various hypotheses before applying bayes' theorem. one procedure is to assume that these prior probabilities have some symmetry which is typical of the experiment, and then assign a prior which is proportional to the haar measure for the symmetry group: this generalization of equiprobability is known as the principle of transformation groups and leads to misuse of equiprobability as a model for incertitude. "
140,140,Equivalence Relation,2,https://en.wikipedia.org/wiki/Equivalence_relation,"in mathematics, an equivalence relation is a binary relation that is reflexive, symmetric and transitive. the relation is equal to is the canonical example of an equivalence relation. each equivalence relation provides a partition of the underlying set into disjoint equivalence classes. two elements of the given set are equivalent to each other if and only if they belong to the same equivalence class. various notations are used in the literature to denote that two elements a {\displaystyle a} and b {\displaystyle b} of a set are equivalent with respect to an equivalence relation r ; {\displaystyle r;} the most common are "" a ∼ b {\displaystyle a\sim b} "" and ""a ≡ b"", which are used when r {\displaystyle r} is implicit, and variations of "" a ∼ r b {\displaystyle a\sim _{r}b} "", ""a ≡r b"", or "" a r ⁡ b {\displaystyle {a\mathop {r} b}} "" to specify r {\displaystyle r} explicitly. non-equivalence may be written ""a ≁ b"" or "" a ≢ b {\displaystyle a\not \equiv b} "". a binary relation ∼ {\displaystyle \,\sim \,} on a set x {\displaystyle x} is said to be an equivalence relation, if and only if it is reflexive, symmetric and transitive. that is, for all a , b , {\displaystyle a,b,} and c {\displaystyle c} in x : {\displaystyle x:} x {\displaystyle x} together with the relation ∼ {\displaystyle \,\sim \,} is called a setoid. the equivalence class of a {\displaystyle a} under ∼ , {\displaystyle \,\sim ,} denoted [ a ] , {\displaystyle [a],} is defined as [ a ] = { x ∈ x : x ∼ a } . {\displaystyle [a]=\{x\in x:x\sim a\}.} on the set x = { a , b , c } {\displaystyle x=\{a,b,c\}} , the relation r = { ( a , a ) , ( b , b ) , ( c , c ) , ( b , c ) , ( c , b ) } {\displaystyle r=\{(a,a),(b,b),(c,c),(b,c),(c,b)\}} is an equivalence relation. the following sets are equivalence classes of this relation: the set of all equivalence classes for r {\displaystyle r} is { { a } , { b , c } } . {\displaystyle \{\{a\},\{b,c\}\}.} this set is a partition of the set x {\displaystyle x} with respect to r {\displaystyle r} . the following relations are all equivalence relations: if ∼ {\displaystyle \,\sim \,} is an equivalence relation on x , {\displaystyle x,} and p ( x ) {\displaystyle p(x)} is a property of elements of x , {\displaystyle x,} such that whenever x ∼ y , {\displaystyle x\sim y,} p ( x ) {\displaystyle p(x)} is true if p ( y ) {\displaystyle p(y)} is true, then the property p {\displaystyle p} is said to be well-defined or a class invariant under the relation ∼ . {\displaystyle \,\sim .} a frequent particular case occurs when f {\displaystyle f} is a function from x {\displaystyle x} to another set y ; {\displaystyle y;} if x   ∼ x   {\displaystyle x_{ }\sim x_{ }} implies f ( x   ) = f ( x   ) {\displaystyle f\left(x_{ }\right)=f\left(x_{ }\right)} then f {\displaystyle f} is said to be a morphism for ∼ , {\displaystyle \,\sim ,} a class invariant under ∼ , {\displaystyle \,\sim ,} or simply invariant under ∼ . {\displaystyle \,\sim .} this occurs, e.g. in the character theory of finite groups. the latter case with the function f {\displaystyle f} can be expressed by a commutative triangle. see also invariant. some authors use ""compatible with ∼ {\displaystyle \,\sim } "" or just ""respects ∼ {\displaystyle \,\sim } "" instead of ""invariant under ∼ {\displaystyle \,\sim } "". "
141,141,Euclid Lemma,2,https://en.wikipedia.org/wiki/Euclid%27s_lemma," in algebra and number theory, euclid's lemma is a lemma that captures a fundamental property of prime numbers, namely:[note  ] euclid's lemma — if a prime p divides the product ab of two integers a and b, then p must divide at least one of those integers a and b. for example, if p =   , a =    , b =    , then ab =     ×     =      , and since this is divisible by   , the lemma implies that one or both of     or     must be as well. in fact,     =    ×  . if the premise of the lemma does not hold, i.e., p is a composite number, its consequent may be either true or false. for example, in the case of p =   , a =  , b =   , composite number    divides ab =   ×    =   , but    divides neither   nor   . this property is the key in the proof of the fundamental theorem of arithmetic.[note  ] it is used to define prime elements, a generalization of prime numbers to arbitrary commutative rings. euclid's lemma shows that in the integers irreducible elements are also prime elements. the proof uses induction so it does not apply to all integral domains. let p {\displaystyle p} be a prime number, and assume p {\displaystyle p} divides the product of two integers a {\displaystyle a} and b {\displaystyle b} . in symbols, this is written p ∣ a b {\displaystyle p\mid ab} . its negation, p {\displaystyle p} does not divide a b {\displaystyle ab} , is written p ∤ a b {\displaystyle p\nmid ab} . then p ∣ a {\displaystyle p\mid a} or p ∣ b {\displaystyle p\mid b} (or both). equivalent statements are: euclid's lemma can be generalized from prime numbers to any integers: theorem — if n ∣ a b {\displaystyle n\mid ab} , and n {\displaystyle n} is relatively prime to a {\displaystyle a} , then n ∣ b {\displaystyle n\mid b} . this is a generalization because if n {\displaystyle n} is prime, either the lemma first appears as proposition    in book vii of euclid's elements. it is included in practically every book that covers elementary number theory. "
142,142,conditional dependence,1,https://en.wikipedia.org/wiki/Euclidean_geometry,"euclidean geometry is a mathematical system attributed to ancient greek mathematician euclid, which he described in his textbook on geometry: the elements. euclid's approach consists in assuming a small set of intuitively appealing axioms, and deducing many other propositions (theorems) from these. although many of euclid's results had been stated earlier, euclid was the first to organize these propositions into a logical system in which each result is proved from axioms and previously proved theorems. the elements begins with plane geometry, still taught in secondary school (high school) as the first axiomatic system and the first examples of mathematical proofs. it goes on to the solid geometry of three dimensions. much of the elements states results of what are now called algebra and number theory, explained in geometrical language. for more than two thousand years, the adjective ""euclidean"" was unnecessary because no other sort of geometry had been conceived. euclid's axioms seemed so intuitively obvious (with the possible exception of the parallel postulate) that any theorem proved from them was deemed true in an absolute, often metaphysical, sense. today, however, many other self-consistent non-euclidean geometries are known, the first ones having been discovered in the early   th century. an implication of albert einstein's theory of general relativity is that physical space itself is not euclidean, and euclidean space is a good approximation for it only over short distances (relative to the strength of the gravitational field). euclidean geometry is an example of synthetic geometry, in that it proceeds logically from axioms describing basic properties of geometric objects such as points and lines, to propositions about those objects. this is in contrast to analytic geometry, introduced almost  ,    years later by rené descartes, which uses coordinates to express geometric properties as algebraic formulas. the elements is mainly a systematization of earlier knowledge of geometry. its improvement over earlier treatments was rapidly recognized, with the result that there was little interest in preserving the earlier ones, and they are now nearly all lost. there are    books in the elements: books i–iv and vi discuss plane geometry. many results about plane figures are proved, for example, ""in any triangle, two angles taken together in any manner are less than two right angles."" (book i proposition   ) and the pythagorean theorem ""in right-angled triangles the square on the side subtending the right angle is equal to the squares on the sides containing the right angle."" (book i, proposition   ) books v and vii–x deal with number theory, with numbers treated geometrically as lengths of line segments or areas of surface regions. notions such as prime numbers and rational and irrational numbers are introduced. it is proved that there are infinitely many prime numbers. books xi–xiii concern solid geometry. a typical result is the  :  ratio between the volume of a cone and a cylinder with the same height and base. the platonic solids are constructed. euclidean geometry is an axiomatic system, in which all theorems (""true statements"") are derived from a small number of simple axioms. until the advent of non-euclidean geometry, these axioms were considered to be obviously true in the physical world, so that all the theorems would be equally true. however, euclid's reasoning from assumptions to conclusions remains valid independent of their physical reality. "
143,143,Euclidean space,3,https://en.wikipedia.org/wiki/Euclidean_space,"euclidean space is the fundamental space of classical geometry. originally, it was the three-dimensional space of euclidean geometry, but in modern mathematics there are euclidean spaces of any nonnegative integer dimension, including the three-dimensional space and the euclidean plane (dimension two). it was introduced by the ancient greek mathematician euclid of alexandria, and the qualifier euclidean is used to distinguish it from other spaces that were later discovered in physics and modern mathematics. ancient greek geometers introduced euclidean space for modeling the physical universe. their great innovation was to prove all properties of the space as theorems by starting from a few fundamental properties, called postulates, which either were considered as evident (for example, there is exactly one straight line passing through two points), or seemed impossible to prove (parallel postulate). after the introduction at the end of   th century of non-euclidean geometries, the old postulates were re-formalized to define euclidean spaces through axiomatic theory. another definition of euclidean spaces by means of vector spaces and linear algebra has been shown to be equivalent to the axiomatic definition. it is this definition that is more commonly used in modern mathematics, and detailed in this article. in all definitions, euclidean spaces consist of points, which are defined only by the properties that they must have for forming a euclidean space. there is essentially only one euclidean space of each dimension; that is, all euclidean spaces of a given dimension are isomorphic. therefore, in many cases, it is possible to work with a specific euclidean space, which is generally the real n-space r n , {\displaystyle \mathbb {r} ^{n},} equipped with the dot product. an isomorphism from a euclidean space to r n {\displaystyle \mathbb {r} ^{n}} associates with each point an n-tuple of real numbers which locate that point in the euclidean space and are called the cartesian coordinates of that point. euclidean space was introduced by ancient greeks as an abstraction of our physical space. their great innovation, appearing in euclid's elements was to build and prove all geometry by starting from a few very basic properties, which are abstracted from the physical world, and cannot be mathematically proved because of the lack of more basic tools. these properties are called postulates, or axioms in modern language. this way of defining euclidean space is still in use under the name of synthetic geometry. in     , rené descartes introduced cartesian coordinates and showed that this allows reducing geometric problems to algebraic computations with numbers. this reduction of geometry to algebra was a major change of point of view, as, until then, the real numbers were defined in terms of lengths and distances. euclidean geometry was not applied in spaces of more than three dimensions until the   th century. ludwig schläfli generalized euclidean geometry to spaces of n dimensions using both synthetic and algebraic methods, and discovered all of the regular polytopes (higher-dimensional analogues of the platonic solids) that exist in euclidean spaces of any number of dimensions. despite the wide use of descartes' approach, which was called analytic geometry, the definition of euclidean space remained unchanged until the end of   th century. the introduction of abstract vector spaces allowed their use in defining euclidean spaces with a purely algebraic definition. this new definition has been shown to be equivalent to the classical definition in terms of geometric axioms. it is this algebraic definition that is now most often used for introducing euclidean spaces. one way to think of the euclidean plane is as a set of points satisfying certain relationships, expressible in terms of distance and angles. for example, there are two fundamental operations (referred to as motions) on the plane. one is translation, which means a shifting of the plane so that every point is shifted in the same direction and by the same distance. the other is rotation around a fixed point in the plane, in which all points in the plane turn around that fixed point through the same angle. one of the basic tenets of euclidean geometry is that two figures (usually considered as subsets) of the plane should be considered equivalent (congruent) if one can be transformed into the other by some sequence of translations, rotations and reflections (see below). "
144,144,Addition of vectors,1,https://en.wikipedia.org/wiki/Euclidean_vector,"in mathematics, physics and engineering, a euclidean vector or simply a vector (sometimes called a geometric vector or spatial vector ) is a geometric object that has magnitude (or length) and direction. vectors can be added to other vectors according to vector algebra. a euclidean vector is frequently represented by a directed line segment, or graphically as an arrow connecting an initial point a with a terminal point b, and denoted by a b → {\displaystyle {\overrightarrow {ab}}} . a vector is what is needed to ""carry"" the point a to the point b; the latin word vector means ""carrier"". it was first used by   th century astronomers investigating planetary revolution around the sun. the magnitude of the vector is the distance between the two points, and the direction refers to the direction of displacement from a to b. many algebraic operations on real numbers such as addition, subtraction, multiplication, and negation have close analogues for vectors, operations which obey the familiar algebraic laws of commutativity, associativity, and distributivity. these operations and associated laws qualify euclidean vectors as an example of the more generalized concept of vectors defined simply as elements of a vector space. vectors play an important role in physics: the velocity and acceleration of a moving object and the forces acting on it can all be described with vectors. many other physical quantities can be usefully thought of as vectors. although most of them do not represent distances (except, for example, position or displacement), their magnitude and direction can still be represented by the length and direction of an arrow. the mathematical representation of a physical vector depends on the coordinate system used to describe it. other vector-like objects that describe physical quantities and transform in a similar way under changes of the coordinate system include pseudovectors and tensors. the concept of vector, as we know it today, evolved gradually over a period of more than     years. about a dozen people made significant contributions to its development. in     , giusto bellavitis abstracted the basic idea when he established the concept of equipollence. working in a euclidean plane, he made equipollent any pair of parallel line segments of the same length and orientation. essentially, he realized an equivalence relation on the pairs of points (bipoints) in the plane, and thus erected the first space of vectors in the plane. :   –  the term vector was introduced by william rowan hamilton as part of a quaternion, which is a sum q = s + v of a real number s (also called scalar) and a  -dimensional vector. like bellavitis, hamilton viewed vectors as representative of classes of equipollent directed segments. as complex numbers use an imaginary unit to complement the real line, hamilton considered the vector v to be the imaginary part of a quaternion: the algebraically imaginary part, being geometrically constructed by a straight line, or radius vector, which has, in general, for each determined quaternion, a determined length and determined direction in space, may be called the vector part, or simply the vector of the quaternion.several other mathematicians developed vector-like systems in the middle of the nineteenth century, including augustin cauchy, hermann grassmann, august möbius, comte de saint-venant, and matthew o'brien. grassmann's      work theorie der ebbe und flut (theory of the ebb and flow) was the first system of spatial analysis that is similar to today's system, and had ideas corresponding to the cross product, scalar product and vector differentiation. grassmann's work was largely neglected until the     s. peter guthrie tait carried the quaternion standard after hamilton. his      elementary treatise of quaternions included extensive treatment of the nabla or del operator ∇. in     , elements of dynamic was published by william kingdon clifford. clifford simplified the quaternion study by isolating the dot product and cross product of two vectors from the complete quaternion product. this approach made vector calculations available to engineers—and others working in three dimensions and skeptical of the fourth. "
145,145,Eulers formula and identity,2,https://en.wikipedia.org/wiki/Euler%27s_formula," euler's formula, named after leonhard euler, is a mathematical formula in complex analysis that establishes the fundamental relationship between the trigonometric functions and the complex exponential function. euler's formula states that for any real number x: where e is the base of the natural logarithm, i is the imaginary unit, and cos and sin are the trigonometric functions cosine and sine respectively. this complex exponential function is sometimes denoted cis x (""cosine plus i sine""). the formula is still valid if x is a complex number, and so some authors refer to the more general complex version as euler's formula. euler's formula is ubiquitous in mathematics, physics, and engineering. the physicist richard feynman called the equation ""our jewel"" and ""the most remarkable formula in mathematics"". when x = π, euler's formula may be rewritten as eiπ +   =  , which is known as euler's identity. in     , the english mathematician roger cotes presented a geometrical argument that can be interpreted (after correcting a misplaced factor of −   {\displaystyle {\sqrt {- }}} ) as: exponentiating this equation yields euler's formula. note that the logarithmic statement is not universally correct for complex numbers, since a complex logarithm can have infinitely many values, differing by multiples of  πi. around      leonhard euler turned his attention to the exponential function and derived the equation named after him by comparing the series expansions of the exponential and trigonometric expressions. the formula was first published in      in his foundational work introductio in analysin infinitorum. johann bernoulli had found that and since "
146,146,Even and odd functions,1,https://en.wikipedia.org/wiki/Even_and_odd_functions,"in mathematics, even functions and odd functions are functions which satisfy particular symmetry relations, with respect to taking additive inverses. they are important in many areas of mathematical analysis, especially the theory of power series and fourier series. they are named for the parity of the powers of the power functions which satisfy each condition: the function f ( x ) = x n {\displaystyle f(x)=x^{n}} is an even function if n is an even integer, and it is an odd function if n is an odd integer. evenness and oddness are generally considered for real functions, that is real-valued functions of a real variable. however, the concepts may be more generally defined for functions whose domain and codomain both have a notion of additive inverse. this includes abelian groups, all rings, all fields, and all vector spaces. thus, for example, a real function could be odd or even (or neither), as could a complex-valued function of a vector variable, and so on. the given examples are real functions, to illustrate the symmetry of their graphs. let f be a real-valued function of a real variable. then f is even if the following equation holds for all x such that x and −x are in the domain of f: : p.    (eq. )or equivalently if the following equation holds for all such x: "
147,147,Event,1,https://en.wikipedia.org/wiki/Event_(probability_theory),"in probability theory, an event is a set of outcomes of an experiment (a subset of the sample space) to which a probability is assigned. a single outcome may be an element of many different events, and different events in an experiment are usually not equally likely, since they may include very different groups of outcomes. an event consisting of only a single outcome is called an elementary event or an atomic event; that is, it is a singleton set. an event s {\displaystyle s} is said to occur if s {\displaystyle s} contains the outcome x {\displaystyle x} of the experiment (or trial) (that is, if x ∈ s {\displaystyle x\in s} ). the probability (with respect to some probability measure) that an event s {\displaystyle s} occurs is the probability that s {\displaystyle s} contains the outcome x {\displaystyle x} of an experiment (that is, it is the probability that x ∈ s {\displaystyle x\in s} ). an event defines a complementary event, namely the complementary set (the event not occurring), and together these define a bernoulli trial: did the event occur or not? typically, when the sample space is finite, any subset of the sample space is an event (that is, all elements of the power set of the sample space are defined as events). however, this approach does not work well in cases where the sample space is uncountably infinite. so, when defining a probability space it is possible, and often necessary, to exclude certain subsets of the sample space from being events (see events in probability spaces, below). if we assemble a deck of    playing cards with no jokers, and draw a single card from the deck, then the sample space is a   -element set, as each card is a possible outcome. an event, however, is any subset of the sample space, including any singleton set (an elementary event), the empty set (an impossible event, with probability zero) and the sample space itself (a certain event, with probability one). other events are proper subsets of the sample space that contain multiple elements. so, for example, potential events include: since all events are sets, they are usually written as sets (for example, { ,  ,  }), and represented graphically using venn diagrams. in the situation where each outcome in the sample space ω is equally likely, the probability p {\displaystyle p} of an event a {\displaystyle a} is the following formula: defining all subsets of the sample space as events works well when there are only finitely many outcomes, but gives rise to problems when the sample space is infinite. for many standard probability distributions, such as the normal distribution, the sample space is the set of real numbers or some subset of the real numbers. attempts to define probabilities for all subsets of the real numbers run into difficulties when one considers 'badly behaved' sets, such as those that are nonmeasurable. hence, it is necessary to restrict attention to a more limited family of subsets. for the standard tools of probability theory, such as joint and conditional probabilities, to work, it is necessary to use a σ-algebra, that is, a family closed under complementation and countable unions of its members. the most natural choice of σ-algebra is the borel measurable set derived from unions and intersections of intervals. however, the larger class of lebesgue measurable sets proves more useful in practice. in the general measure-theoretic description of probability spaces, an event may be defined as an element of a selected 𝜎-algebra of subsets of the sample space. under this definition, any subset of the sample space that is not an element of the 𝜎-algebra is not an event, and does not have a probability. with a reasonable specification of the probability space, however, all events of interest are elements of the 𝜎-algebra. even though events are subsets of some sample space ω , {\displaystyle \omega ,} they are often written as predicates or indicators involving random variables. for example, if x {\displaystyle x} is a real-valued random variable defined on the sample space ω , {\displaystyle \omega ,} the event "
